CIFNumber,Customer Name,Customer-since,DateofBirth,Gender,City,Existingloans-to-income-ratio,Creditscore,Monthly-Income,Profession,Loan-productname,Date-loan-given,Loan-Tenor-in-months,NO of Months From Loan Date, LoanAmount , InterestRate , EquatedMonthlyInstalment , NumberofInstalmentsPaid , Numberofinstalments-paid-byDue-date , Numberofinstalments-paid afterDuedate , NumberofInstalments-NotPaidasoftoday , PrincipalAmountOutstanding , InterestAmountOutstandingas of today ,Numberofcallsmade,Response, Lessthan30daysoutstandingprincipalplusinterest , 30ormorebutlessthan60daysoutstandingprincipalplusinterest , 60ormorebutlessthan90daysoutstandingprincipalplusinterest , 90ormorebutlessthan 180daysoutstandingprincipalplusinterest , 180daysormoreoutstandingprincipalplusinterest ,Interestaccrualstopdate,FB Field 1,FB Field 2,FB Field 3,Twitter Field 1,Twitter Field 2,LInkedIn 1,LinkedIn2
11001570,Sachi Mammen,7/10/2002,4/2/1964,Male,Mumbai,8,612,40k to 60k,Public Sector Employee,Auto Loan,10/19/2014,30,12," 303,866.00 ", 10.50 ," (11,560.37)", 11.00 , 2.00 , 9.00 , 1.00 ," 10,128.87 "," (21,689.24)",0,N/A," (11,560.37)", -   , -   , -   , -   ,,,,,,,,
11001570,Sachi Mammen,7/10/2002,4/2/1964,Male,Mumbai,17,509,40k to 60k,Public Sector Employee,Personal Loan,4/12/2015,18,6," 57,183.00 ", 12.50 ," (3,500.43)", 6.00 , 2.00 , 4.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001585,Markandeya Gowda,1/30/2008,11/27/1960,Male,Mumbai,4,509,40k to 60k,Public Sector Employee,Auto Loan,4/15/2015,36,6," 288,379.00 ", 10.50 ," (9,373.02)", 5.00 , 5.00 , -   , 1.00 ," 8,010.53 "," (17,383.55)",0,N/A," (9,373.02)", -   , -   , -   , -   ,,,,,,,,
11001585,Markandeya Gowda,1/30/2008,11/27/1960,Male,Mumbai,18,795,40k to 60k,Public Sector Employee,Personal Loan,6/12/2014,18,16," 135,303.00 ", 12.50 ," (8,282.51)", 14.00 , 8.00 , 6.00 , 2.00 ," 15,033.67 "," (31,598.70)",0,N/A, -   ," (16,565.03)", -   , -   , -   ,,,,,,,,
11001600,Priyamkara Pandit,12/12/2004,3/26/1995,Female,Mumbai,16,674,60k to 100k,Private Sector Employee,Auto Loan,2/23/2015,30,8," 378,127.00 ", 10.50 ," (14,385.58)", 6.00 , 5.00 , 1.00 , 2.00 ," 25,208.47 "," (53,979.63)",0,N/A, -   ," (28,771.16)", -   , -   , -   ,,,,,,,,
11001600,Priyamkara Pandit,12/12/2004,3/26/1995,Female,Mumbai,0,900,60k to 100k,Private Sector Employee,Personal Loan,11/17/2014,18,11," 187,858.00 ", 12.50 ," (11,499.65)", 10.00 , 5.00 , 5.00 , 1.00 ," 10,436.56 "," (21,936.20)",0,N/A," (11,499.65)", -   , -   , -   , -   ,,,,,,,,
11001615,Akshobhya Shere,7/20/2011,11/20/1990,Male,Mumbai,9,585,15k to 25k,Small Bussiness Owner,Auto Loan,6/17/2015,18,4," 304,642.00 ", 10.50 ," (18,366.12)", 2.00 , 2.00 , -   , 2.00 ," 33,849.11 "," (70,581.35)",0,N/A, -   ," (36,732.24)", -   , -   , -   ,,,,,,,,
11001615,Akshobhya Shere,7/20/2011,11/20/1990,Male,Mumbai,2,767,15k to 25k,Small Bussiness Owner,Personal Loan,8/5/2014,18,14," 191,871.00 ", 12.50 ," (11,745.30)", 11.00 , 6.00 , 5.00 , 3.00 ," 31,978.50 "," (67,214.40)",0,N/A, -   , -   ," (35,235.90)", -   , -   ,,,,,,,,
11001630,Girish Kadakia,6/14/2008,9/14/1975,Male,Mumbai,1,711,60k to 100k,Private Sector Employee,Home Loan,4/14/2014,18,18," 549,995.00 ", 11.50 ," (33,412.22)", 15.00 , 3.00 , 12.00 , 3.00 ," 91,665.83 "," (191,902.49)",0,N/A, -   , -   ," (100,236.65)", -   , -   ,,,,,,,,
11001630,Girish Kadakia,6/14/2008,9/14/1975,Male,Mumbai,6,629,60k to 100k,Private Sector Employee,Personal Loan,5/27/2013,30,29," 184,348.00 ", 12.50 ," (7,186.70)", 26.00 , -   , 26.00 , 3.00 ," 18,434.80 "," (39,994.89)",0,N/A, -   , -   ," (21,560.09)", -   , -   ,,,,,,,,
11001645,Lakshmana Randhawa,4/18/2010,8/12/1988,Male,Mumbai,5,718,upto 15000,Private Sector Employee,Auto Loan,9/3/2014,36,13," 273,998.00 ", 10.50 ," (8,905.60)", 13.00 , -   , 13.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001645,Lakshmana Randhawa,4/18/2010,8/12/1988,Male,Mumbai,11,786,upto 15000,Private Sector Employee,Personal Loan,6/5/2014,30,16," 116,915.00 ", 12.50 ," (4,557.86)", 13.00 , 7.00 , 6.00 , 3.00 ," 11,691.50 "," (25,365.09)",0,N/A, -   , -   ," (13,673.59)", -   , -   ,,,,,,,,
11001660,Balarama Biswas,5/8/2008,8/9/1978,Female,Mumbai,2,654,40k to 60k,Public Sector Employee,Auto Loan,7/3/2014,24,15," 429,757.00 ", 10.50 ," (19,930.43)", 15.00 , 5.00 , 10.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001660,Balarama Biswas,5/8/2008,8/9/1978,Female,Mumbai,4,661,40k to 60k,Public Sector Employee,Personal Loan,12/23/2014,24,10," 114,933.00 ", 12.50 ," (5,437.17)", 7.00 , -   , 7.00 , 3.00 ," 14,366.63 "," (30,678.14)",0,N/A, -   , -   ," (16,311.51)", -   , -   ,,,,,,,,
11001675,Chander Rama,4/14/2013,2/7/1989,Male,Mumbai,2,835,40k to 60k,Public Sector Employee,Auto Loan,12/27/2012,24,34," 452,370.00 ", 10.50 ," (20,979.13)", 33.00 , 18.00 , 15.00 , 1.00 ," 18,848.75 "," (39,827.88)",0,N/A," (20,979.13)", -   , -   , -   , -   ,,,,,,,,
11001675,Chander Rama,4/14/2013,2/7/1989,Male,Mumbai,9,849,40k to 60k,Public Sector Employee,Personal Loan,7/17/2014,36,15," 97,294.00 ", 12.50 ," (3,254.84)", 13.00 , 13.00 , -   , 2.00 ," 5,405.22 "," (11,914.90)",0,N/A, -   ," (6,509.67)", -   , -   , -   ,,,,,,,,
11001690,Takshaka Om,7/1/2004,2/24/1993,Male,Mumbai,5,838,40k to 60k,Public Sector Employee,Auto Loan,9/9/2013,24,25," 325,649.00 ", 10.50 ," (15,102.31)", 22.00 , 6.00 , 16.00 , 3.00 ," 40,706.13 "," (86,013.06)",0,N/A, -   , -   ," (45,306.93)", -   , -   ,,,,,,,,
11001690,Takshaka Om,7/1/2004,2/24/1993,Male,Mumbai,16,655,40k to 60k,Public Sector Employee,Personal Loan,4/9/2015,24,6," 72,200.00 ", 12.50 ," (3,415.59)", 3.00 , 3.00 , -   , 3.00 ," 9,025.00 "," (19,271.76)",0,N/A, -   , -   ," (10,246.76)", -   , -   ,,,,,,,,
11001705,Pavit Sandhu,2/20/2002,10/26/1977,Male,Mumbai,1,841,40k to 60k,Public Sector Employee,Home Loan,7/3/2014,18,15," 685,648.00 ", 11.50 ," (41,653.14)", 12.00 , 9.00 , 3.00 , 3.00 ," 114,274.67 "," (239,234.10)",0,N/A, -   , -   ," (124,959.43)", -   , -   ,,,,,,,,
11001705,Pavit Sandhu,2/20/2002,10/26/1977,Male,Mumbai,15,599,40k to 60k,Public Sector Employee,Personal Loan,1/5/2015,30,9," 84,875.00 ", 12.50 ," (3,308.80)", 7.00 , 6.00 , 1.00 , 2.00 ," 5,658.33 "," (12,275.94)",0,N/A, -   ," (6,617.60)", -   , -   , -   ,,,,,,,,
11001720,Bodhi Pandey,11/18/2008,2/11/1987,Female,Mumbai,9,838,upto 15000,Private Sector Employee,Auto Loan,7/7/2013,36,27," 257,037.00 ", 10.50 ," (8,354.33)", 26.00 , 23.00 , 3.00 , 1.00 ," 7,139.92 "," (15,494.25)",0,N/A," (8,354.33)", -   , -   , -   , -   ,,,,,,,,
11001720,Bodhi Pandey,11/18/2008,2/11/1987,Female,Mumbai,12,819,upto 15000,Private Sector Employee,Personal Loan,2/18/2015,30,8," 138,803.00 ", 12.50 ," (5,411.15)", 5.00 , 4.00 , 1.00 , 3.00 ," 13,880.30 "," (30,113.76)",0,N/A, -   , -   ," (16,233.46)", -   , -   ,,,,,,,,
11001735,Gulab Shergill,1/26/2005,1/20/1991,Male,Mumbai,15,723,100k to 200k,Bussiness Owner,Auto Loan,2/24/2013,24,32," 487,170.00 ", 10.50 ," (22,593.02)", 32.00 , 24.00 , 8.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001735,Gulab Shergill,1/26/2005,1/20/1991,Male,Mumbai,20,677,100k to 200k,Bussiness Owner,Personal Loan,2/2/2013,18,32," 182,098.00 ", 12.50 ," (11,147.05)", 32.00 , 27.00 , 5.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001750,Guffud Singh,8/24/2004,2/5/1996,Male,Mumbai,6,607,40k to 60k,Public Sector Employee,Auto Loan,7/30/2014,18,15," 296,711.00 ", 10.50 ," (17,887.98)", 13.00 , 9.00 , 4.00 , 2.00 ," 32,967.89 "," (68,743.85)",0,N/A, -   ," (35,775.96)", -   , -   , -   ,,,,,,,,
11001750,Guffud Singh,8/24/2004,2/5/1996,Male,Mumbai,2,590,40k to 60k,Public Sector Employee,Personal Loan,3/3/2013,30,31," 189,508.00 ", 12.50 ," (7,387.86)", 30.00 , 27.00 , 3.00 , 1.00 ," 6,316.93 "," (13,704.79)",0,N/A," (7,387.86)", -   , -   , -   , -   ,,,,,,,,
11001765,Shaka Lata,9/25/2011,9/18/1960,Male,Mumbai,10,768,upto 15000,Private Sector Employee,Auto Loan,12/23/2014,24,10," 296,266.00 ", 10.50 ," (13,739.64)", 10.00 , 3.00 , 7.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001765,Shaka Lata,9/25/2011,9/18/1960,Male,Mumbai,12,685,upto 15000,Private Sector Employee,Personal Loan,7/9/2013,18,27," 101,908.00 ", 12.50 ," (6,238.25)", 27.00 , 4.00 , 23.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001780,Ananga Patil,4/20/2002,2/23/1956,Female,Mumbai,12,784,60k to 100k,Private Sector Employee,Auto Loan,10/18/2013,24,24," 436,533.00 ", 10.50 ," (20,244.67)", 23.00 , 12.00 , 11.00 , 1.00 ," 18,188.88 "," (38,433.55)",0,N/A," (20,244.67)", -   , -   , -   , -   ,,,,,,,,
11001780,Ananga Patil,4/20/2002,2/23/1956,Female,Mumbai,9,560,60k to 100k,Private Sector Employee,Personal Loan,11/28/2014,36,11," 111,704.00 ", 12.50 ," (3,736.90)", 11.00 , 3.00 , 8.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001795,Hati Chetri,3/30/2007,2/12/1972,Male,Mumbai,17,793,100k to 200k,Bussiness Owner,Home Loan,6/14/2013,30,28," 506,438.00 ", 11.50 ," (19,504.28)", 27.00 , 26.00 , 1.00 , 1.00 ," 16,881.27 "," (36,385.54)",0,N/A," (19,504.28)", -   , -   , -   , -   ,,,,,,,,
11001795,Hati Chetri,3/30/2007,2/12/1972,Male,Mumbai,5,810,100k to 200k,Bussiness Owner,Personal Loan,3/6/2014,36,19," 178,602.00 ", 12.50 ," (5,974.88)", 17.00 , 3.00 , 14.00 , 2.00 ," 9,922.33 "," (21,872.10)",0,N/A, -   ," (11,949.77)", -   , -   , -   ,,,,,,,,
11001810,Arav Dass,11/2/2012,8/21/1982,Male,Mumbai,9,709,60k to 100k,Private Sector Employee,Home Loan,11/12/2013,24,23," 604,681.00 ", 11.50 ," (28,323.45)", 22.00 , 9.00 , 13.00 , 1.00 ," 25,195.04 "," (53,518.49)",0,N/A," (28,323.45)", -   , -   , -   , -   ,,,,,,,,
11001810,Arav Dass,11/2/2012,8/21/1982,Male,Mumbai,0,900,60k to 100k,Private Sector Employee,Personal Loan,7/28/2013,24,27," 184,182.00 ", 12.50 ," (8,713.15)", 27.00 , 12.00 , 15.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001825,Yama Randhawa,5/19/2002,3/10/1971,Male,Mumbai,10,705,40k to 60k,Public Sector Employee,Home Loan,6/17/2013,24,28," 542,846.00 ", 11.50 ," (25,427.08)", 25.00 , 7.00 , 18.00 , 3.00 ," 67,855.75 "," (144,136.98)",0,N/A, -   , -   ," (76,281.23)", -   , -   ,,,,,,,,
11001825,Yama Randhawa,5/19/2002,3/10/1971,Male,Mumbai,10,524,40k to 60k,Public Sector Employee,Personal Loan,3/5/2015,18,7," 60,823.00 ", 12.50 ," (3,723.25)", 7.00 , 3.00 , 4.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001840,Vasuki Manda,2/8/2012,8/8/1980,Female,Mumbai,16,538,upto 15000,Private Sector Employee,Home Loan,10/15/2013,18,24," 614,217.00 ", 11.50 ," (37,313.71)", 21.00 , 20.00 , 1.00 , 3.00 ," 102,369.50 "," (214,310.62)",0,N/A, -   , -   ," (111,941.12)", -   , -   ,,,,,,,,
11001840,Vasuki Manda,2/8/2012,8/8/1980,Female,Mumbai,5,656,upto 15000,Private Sector Employee,Personal Loan,2/8/2013,36,32," 190,629.00 ", 12.50 ," (6,377.23)", 32.00 , 28.00 , 4.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001855,Saubhari Muni,6/29/2007,11/4/1979,Male,Mumbai,5,504,15k to 25k,Small Bussiness Owner,Home Loan,1/1/2014,36,21," 551,262.00 ", 11.50 ," (18,178.42)", 20.00 , -   , 20.00 , 1.00 ," 15,312.83 "," (33,491.25)",0,N/A," (18,178.42)", -   , -   , -   , -   ,,,,,,,,
11001855,Saubhari Muni,6/29/2007,11/4/1979,Male,Mumbai,10,858,15k to 25k,Small Bussiness Owner,Personal Loan,6/4/2015,30,4," 108,806.00 ", 12.50 ," (4,241.74)", 1.00 , -   , 1.00 , 3.00 ," 10,880.60 "," (23,605.81)",0,N/A, -   , -   ," (12,725.21)", -   , -   ,,,,,,,,
11001870,Raktavira Tak,6/5/2007,2/20/1992,Male,Mumbai,14,686,15k to 25k,Small Bussiness Owner,Auto Loan,7/3/2015,30,3," 416,607.00 ", 10.50 ," (15,849.53)", -   , -   , -   , 3.00 ," 41,660.70 "," (89,209.28)",0,N/A, -   , -   ," (47,548.58)", -   , -   ,,,,,,,,
11001870,Raktavira Tak,6/5/2007,2/20/1992,Male,Mumbai,12,653,15k to 25k,Small Bussiness Owner,Personal Loan,5/29/2015,24,5," 70,670.00 ", 12.50 ," (3,343.21)", 5.00 , -   , 5.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001885,Omparkash Thakur,6/18/2001,12/29/1964,Male,Mumbai,18,652,25k to 40k,Private Sector Employee,Home Loan,5/27/2013,18,29," 520,845.00 ", 11.50 ," (31,641.35)", 26.00 , 21.00 , 5.00 , 3.00 ," 86,807.50 "," (181,731.56)",0,N/A, -   , -   ," (94,924.06)", -   , -   ,,,,,,,,
11001885,Omparkash Thakur,6/18/2001,12/29/1964,Male,Mumbai,9,803,25k to 40k,Private Sector Employee,Personal Loan,5/13/2013,36,29," 104,309.00 ", 12.50 ," (3,489.51)", 29.00 , 27.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001900,Kumara Brar,1/4/2004,1/25/1957,Female,Mumbai,2,780,100k to 200k,Bussiness Owner,Home Loan,7/30/2015,18,3," 586,543.00 ", 11.50 ," (35,632.51)", 2.00 , 1.00 , 1.00 , 1.00 ," 32,585.72 "," (68,218.23)",0,N/A," (35,632.51)", -   , -   , -   , -   ,,,,,,,,
11001900,Kumara Brar,1/4/2004,1/25/1957,Female,Mumbai,10,639,100k to 200k,Bussiness Owner,Personal Loan,4/8/2014,30,18," 84,332.00 ", 12.50 ," (3,287.63)", 16.00 , 12.00 , 4.00 , 2.00 ," 5,622.13 "," (12,197.40)",0,N/A, -   ," (6,575.27)", -   , -   , -   ,,,,,,,,
11001915,Chander Venkatesh,6/25/2014,9/7/1995,Male,Mumbai,6,746,25k to 40k,Private Sector Employee,Home Loan,2/18/2015,24,8," 559,855.00 ", 11.50 ," (26,223.78)", 6.00 , 6.00 , -   , 2.00 ," 46,654.58 "," (99,102.15)",0,N/A, -   ," (52,447.57)", -   , -   , -   ,,,,,,,,
11001915,Chander Venkatesh,6/25/2014,9/7/1995,Male,Mumbai,4,742,25k to 40k,Private Sector Employee,Personal Loan,10/14/2013,30,24," 133,020.00 ", 12.50 ," (5,185.71)", 21.00 , 21.00 , -   , 3.00 ," 13,302.00 "," (28,859.12)",0,N/A, -   , -   ," (15,557.12)", -   , -   ,,,,,,,,
11001930,Inder Ray,3/4/2008,7/27/1995,Male,Mumbai,9,682,15k to 25k,Small Bussiness Owner,Home Loan,7/29/2013,30,27," 512,363.00 ", 11.50 ," (19,732.46)", 25.00 , 3.00 , 22.00 , 2.00 ," 34,157.53 "," (73,622.46)",0,N/A, -   ," (39,464.93)", -   , -   , -   ,,,,,,,,
11001930,Inder Ray,3/4/2008,7/27/1995,Male,Mumbai,13,604,15k to 25k,Small Bussiness Owner,Personal Loan,1/5/2013,24,33," 59,996.00 ", 12.50 ," (2,838.25)", 33.00 , 13.00 , 20.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11001945,Tandu Rawoot,12/7/2010,7/9/1955,Male,Mumbai,3,705,40k to 60k,Public Sector Employee,Home Loan,7/27/2014,30,15," 509,257.00 ", 11.50 ," (19,612.84)", 14.00 , 10.00 , 4.00 , 1.00 ," 16,975.23 "," (36,588.08)",0,N/A," (19,612.84)", -   , -   , -   , -   ,,,,,,,,
11001945,Tandu Rawoot,12/7/2010,7/9/1955,Male,Mumbai,13,850,40k to 60k,Public Sector Employee,Personal Loan,9/24/2014,18,13," 197,297.00 ", 12.50 ," (12,077.45)", 12.00 , 4.00 , 8.00 , 1.00 ," 10,960.94 "," (23,038.39)",0,N/A," (12,077.45)", -   , -   , -   , -   ,,,,,,,,
11001960,Dasya Dasgupta,5/24/2003,7/6/1984,Female,Mumbai,10,763,25k to 40k,Private Sector Employee,Auto Loan,12/12/2014,24,10," 439,688.00 ", 10.50 ," (20,390.99)", 8.00 , 6.00 , 2.00 , 2.00 ," 36,640.67 "," (77,422.64)",0,N/A, -   ," (40,781.98)", -   , -   , -   ,,,,,,,,
11001960,Dasya Dasgupta,5/24/2003,7/6/1984,Female,Mumbai,10,823,25k to 40k,Private Sector Employee,Personal Loan,4/13/2013,36,30," 170,829.00 ", 12.50 ," (5,714.85)", 27.00 , 4.00 , 23.00 , 3.00 ," 14,235.75 "," (31,380.30)",0,N/A, -   , -   ," (17,144.55)", -   , -   ,,,,,,,,
11001975,Guffd Gill,3/30/2004,10/18/1968,Male,Mumbai,15,725,100k to 200k,Bussiness Owner,Home Loan,8/6/2013,30,26," 557,305.00 ", 11.50 ," (21,463.30)", 23.00 , 2.00 , 21.00 , 3.00 ," 55,730.50 "," (120,120.40)",0,N/A, -   , -   ," (64,389.90)", -   , -   ,,,,,,,,
11001975,Guffd Gill,3/30/2004,10/18/1968,Male,Mumbai,2,571,100k to 200k,Bussiness Owner,Personal Loan,12/15/2013,18,22," 196,796.00 ", 12.50 ," (12,046.78)", 19.00 , 4.00 , 15.00 , 3.00 ," 32,799.33 "," (68,939.68)",0,N/A, -   , -   ," (36,140.35)", -   , -   ,,,,,,,,
11001990,Jatin Raman,11/12/2005,6/24/1972,Male,Mumbai,14,648,25k to 40k,Private Sector Employee,Auto Loan,1/2/2013,36,33," 419,568.00 ", 10.50 ," (13,636.99)", 30.00 , 11.00 , 19.00 , 3.00 ," 34,964.00 "," (75,874.96)",0,N/A, -   , -   ," (40,910.96)", -   , -   ,,,,,,,,
11001990,Jatin Raman,11/12/2005,6/24/1972,Male,Mumbai,19,612,25k to 40k,Private Sector Employee,Personal Loan,5/6/2015,18,5," 140,213.00 ", 12.50 ," (8,583.08)", 2.00 , 2.00 , -   , 3.00 ," 23,368.83 "," (49,118.07)",0,N/A, -   , -   ," (25,749.23)", -   , -   ,,,,,,,,
11002005,Kalki Raut,10/12/2006,1/2/1981,Male,Mumbai,0,900,100k to 200k,Bussiness Owner,Auto Loan,5/4/2015,24,5," 361,166.00 ", 10.50 ," (16,749.45)", 3.00 , -   , 3.00 , 2.00 ," 30,097.17 "," (63,596.07)",0,N/A, -   ," (33,498.90)", -   , -   , -   ,,,,,,,,
11002005,Kalki Raut,10/12/2006,1/2/1981,Male,Mumbai,0,900,100k to 200k,Bussiness Owner,Personal Loan,5/11/2015,24,5," 116,933.00 ", 12.50 ," (5,531.79)", 4.00 , 3.00 , 1.00 , 1.00 ," 4,872.21 "," (10,403.99)",0,N/A," (5,531.79)", -   , -   , -   , -   ,,,,,,,,
11002020,Taj Dyal,11/19/2008,2/4/1956,Female,Mumbai,12,840,25k to 40k,Private Sector Employee,Home Loan,7/12/2013,30,27," 621,539.00 ", 11.50 ," (23,937.12)", 24.00 , 16.00 , 8.00 , 3.00 ," 62,153.90 "," (133,965.27)",0,N/A, -   , -   ," (71,811.37)", -   , -   ,,,,,,,,
11002020,Taj Dyal,11/19/2008,2/4/1956,Female,Mumbai,4,640,25k to 40k,Private Sector Employee,Personal Loan,4/7/2013,30,30," 92,865.00 ", 12.50 ," (3,620.29)", 30.00 , 11.00 , 19.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002035,Josha Vaidya,6/8/2011,2/21/1965,Male,Mumbai,16,747,15k to 25k,Small Bussiness Owner,Home Loan,10/30/2014,36,12," 606,119.00 ", 11.50 ," (19,987.38)", 9.00 , 8.00 , 1.00 , 3.00 ," 50,509.92 "," (110,472.07)",0,N/A, -   , -   ," (59,962.15)", -   , -   ,,,,,,,,
11002035,Josha Vaidya,6/8/2011,2/21/1965,Male,Mumbai,7,687,15k to 25k,Small Bussiness Owner,Personal Loan,8/31/2013,18,26," 183,575.00 ", 12.50 ," (11,237.46)", 26.00 , 3.00 , 23.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002050,Shaktar Ghate,10/7/2013,3/29/1991,Male,Mumbai,13,862,upto 15000,Private Sector Employee,Home Loan,12/7/2012,24,34," 555,453.00 ", 11.50 ," (26,017.59)", 32.00 , 21.00 , 11.00 , 2.00 ," 46,287.75 "," (98,322.94)",0,N/A, -   ," (52,035.19)", -   , -   , -   ,,,,,,,,
11002050,Shaktar Ghate,10/7/2013,3/29/1991,Male,Mumbai,20,839,upto 15000,Private Sector Employee,Personal Loan,11/12/2014,24,11," 85,631.00 ", 12.50 ," (4,050.97)", 10.00 , 7.00 , 3.00 , 1.00 ," 3,567.96 "," (7,618.93)",0,N/A," (4,050.97)", -   , -   , -   , -   ,,,,,,,,
11002065,Jafar Bansal,2/28/2006,7/25/1970,Male,Mumbai,13,597,25k to 40k,Private Sector Employee,Home Loan,2/25/2014,24,20," 583,669.00 ", 11.50 ," (27,339.24)", 18.00 , 16.00 , 2.00 , 2.00 ," 48,639.08 "," (103,317.56)",0,N/A, -   ," (54,678.48)", -   , -   , -   ,,,,,,,,
11002065,Jafar Bansal,2/28/2006,7/25/1970,Male,Mumbai,17,780,25k to 40k,Private Sector Employee,Personal Loan,3/17/2013,18,31," 143,702.00 ", 12.50 ," (8,796.66)", 30.00 , 25.00 , 5.00 , 1.00 ," 7,983.44 "," (16,780.10)",0,N/A," (8,796.66)", -   , -   , -   , -   ,,,,,,,,
11002080,Tarun Kamath,8/21/2006,1/17/1983,Female,Mumbai,6,509,15k to 25k,Small Bussiness Owner,Home Loan,8/15/2013,30,26," 550,761.00 ", 11.50 ," (21,211.27)", 26.00 , 26.00 , -   , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002080,Tarun Kamath,8/21/2006,1/17/1983,Female,Mumbai,19,767,15k to 25k,Small Bussiness Owner,Personal Loan,7/12/2015,36,3," 117,949.00 ", 12.50 ," (3,945.82)", 3.00 , 3.00 , -   , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002095,Atman Morar,3/20/2002,1/3/1958,Male,Mumbai,14,809,upto 15000,Private Sector Employee,Auto Loan,8/12/2013,18,26," 350,952.00 ", 10.50 ," (21,158.04)", 26.00 , 16.00 , 10.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002095,Atman Morar,3/20/2002,1/3/1958,Male,Mumbai,8,758,upto 15000,Private Sector Employee,Personal Loan,12/24/2012,24,34," 155,729.00 ", 12.50 ," (7,367.12)", 32.00 , 11.00 , 21.00 , 2.00 ," 12,977.42 "," (27,711.66)",0,N/A, -   ," (14,734.24)", -   , -   , -   ,,,,,,,,
11002110,Agni Menon,1/7/2015,2/26/1977,Male,Mumbai,5,536,15k to 25k,Small Bussiness Owner,Auto Loan,3/22/2014,18,19," 268,507.00 ", 10.50 ," (16,187.63)", 17.00 , -   , 17.00 , 2.00 ," 29,834.11 "," (62,209.37)",0,N/A, -   ," (32,375.26)", -   , -   , -   ,,,,,,,,
11002110,Agni Menon,1/7/2015,2/26/1977,Male,Mumbai,11,758,15k to 25k,Small Bussiness Owner,Personal Loan,5/8/2014,24,17," 139,852.00 ", 12.50 ," (6,616.02)", 16.00 , 12.00 , 4.00 , 1.00 ," 5,827.17 "," (12,443.19)",0,N/A," (6,616.02)", -   , -   , -   , -   ,,,,,,,,
11002125,Utathya Pandit,5/5/2011,11/5/1989,Male,Mumbai,17,612,100k to 200k,Bussiness Owner,Auto Loan,5/12/2015,18,5," 404,307.00 ", 10.50 ," (24,374.68)", 3.00 , 3.00 , -   , 2.00 ," 44,923.00 "," (93,672.36)",0,N/A, -   ," (48,749.36)", -   , -   , -   ,,,,,,,,
11002125,Utathya Pandit,5/5/2011,11/5/1989,Male,Mumbai,20,766,100k to 200k,Bussiness Owner,Personal Loan,2/18/2015,36,8," 185,336.00 ", 12.50 ," (6,200.16)", 7.00 , -   , 7.00 , 1.00 ," 5,148.22 "," (11,348.38)",0,N/A," (6,200.16)", -   , -   , -   , -   ,,,,,,,,
11002140,Sulya Devar,6/18/2005,10/12/1996,Female,Mumbai,4,535,40k to 60k,Public Sector Employee,Home Loan,5/6/2015,30,5," 696,657.00 ", 11.50 ," (26,830.12)", 5.00 , -   , 5.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
11002140,Sulya Devar,6/18/2005,10/12/1996,Female,Mumbai,8,786,40k to 60k,Public Sector Employee,Personal Loan,6/16/2013,36,28," 114,901.00 ", 12.50 ," (3,843.86)", 25.00 , 21.00 , 4.00 , 3.00 ," 9,575.08 "," (21,106.65)",0,N/A, -   , -   ," (11,531.57)", -   , -   ,,,,,,,,
11002155,Adharma Sarma,12/21/2010,3/31/1960,Male,Mumbai,0,900,40k to 60k,Public Sector Employee,Home Loan,4/30/2014,18,18," 508,627.00 ", 11.50 ," (30,899.11)", 15.00 , -   , 15.00 , 3.00 ," 84,771.17 "," (177,468.50)",0,N/A, -   , -   ," (92,697.33)", -   , -   ,,,,,,,,
11002155,Adharma Sarma,12/21/2010,3/31/1960,Male,Mumbai,13,599,40k to 60k,Public Sector Employee,Personal Loan,5/14/2013,36,29," 199,565.00 ", 12.50 ," (6,676.17)", 29.00 , 3.00 , 26.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
